title;desc;url;ingredients;steps;tools
Cosmo Fizz;De Cosmo Fizz is een fruitige cocktail gemaakt met Cointreau, Prosecco of Champagne, cranberrysap en eventueel gegarneerd met blauwe bessen. Deze cocktail combineert alles wat we lekker vinden van de klassieke Cosmopolitan cocktail, alleen dan met bubbels! Dé perfecte cocktail voor op een zwoele zomeravond.;https://cocktailrecepten.com/recept/cosmo-fizz;['5 stuk Blauwe bessen', '50 ml Cointreau', '50 ml Cranberrysap', '100 ml Prosecco'];['Pak een champagneflûte en doe hier wat blauwe bessen in.', 'Schenk de Cointreau en het cranberrysap erbij.', 'Vul aan met de (koude) prosecco.'];['Champagneglas', 'Barmaatje']
Cosmopolitan;De Cosmopolitan, kort gezegd ook wel de Cosmo genoemd, is een frisse lichtzure cocktail met triple sec, vodka, cranberry- en limoensap. Het is een classy cocktail die je op elk cocktailmenu terug vindt en erg populair is geworden door de serie Sex and the City.;https://cocktailrecepten.com/recept/cosmopolitan;['40 ml Cranberrysap', '0.5 stuk Limoen', '15 ml Triple sec', '25 ml Vodka'];['Vul een cocktailshaker met ijsblokjes.', 'Voeg de vodka, triple sec, cranberrysap en het sap van een halve limoen toe. Shake!', 'Pak een martini glas en schenk de cocktail door een strainer in het glas.', 'Garneer met een partje limoen.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Cosmopolitan Watermelon;Deze Cosmopolitan is een variatie op het origineel omdat we hier watermeloen likeur aan hebben toegevoegd. Dit geeft een lekker fruitige twist aan de cocktail en als je het ons vraagt is het een goede toevoeging!;https://cocktailrecepten.com/recept/cosmopolitan-watermelon;['20 ml Cranberrysap', '15 ml Limoensap', '15 ml Watermeloen likeur', '30 ml Vodka'];['Pak een cocktailshaker en doe hier ijsblokjes in.', 'Voeg de vodka, watermeloen likeur, cranberrysap en het limoensap toe. Als je verse limoen gebruikt, knijp dan een halve limoen uit.', 'Shake even goed!', 'Pak een martiniglas en schenk de cocktail door een strainer in het glas.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Cosmow Mule;De Cosmow Mule is een lekkere cocktail voor de vodka liefhebber. Je proeft deze smaak nog duidelijk erin terug. Maar je kunt hem zo sterk maken als je zelf wilt door zelf te bepalen hoeveel ginger beer je erbij schenkt. Onderstaande hoeveelheid hiervan is slechts een suggestie om hem niet al te sterk te maken.;https://cocktailrecepten.com/recept/cosmow-mule;['30 ml Cranberrysap', '150 ml Ginger beer', '45 ml Vodka'];['Pak een longdrinkglas en doe hier ijsblokjes in.', 'Voeg de vodka en het cranberrysap toe.', 'Vul aan met de ginger beer en roer een keer door.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Cotton Candy Shot;De Cotton Candy Shot is een 'zacht' shotje en dankt zijn naam aan de mooie kleur die hij heeft. Hij doet je namelijk denken aan zo'n heerlijke suikerspin! We maken hem in een cocktailshaker met vodka, blue curaçao en yoghurt likeur.;https://cocktailrecepten.com/recept/cotton-candy-shot;['10 ml Blue curaçao', '10 ml Yoghurt likeur', '10 ml Vodka'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de 3 ingrediënten toe en shake!', 'Pak een shotglas en schenk hier door een strainer je drankje in. Cheers!'];['Shotglas', 'Shaker', 'Barmaatje', 'Strainer']
Cranberry Delight;De Cranberry Delight is de perfecte cocktail voor de cranberry liefhebber! Deze smaak proef je duidelijk erin terug. Daarnaast maken we hem met vodka, Flügel, limoensap en maken we hem af met bruisend water.;https://cocktailrecepten.com/recept/cranberry-delight;['100 ml Bruisend water', '80 ml Cranberrysap', '15 ml Limoensap', '50 ml Vodka', '20 ml Flügel'];['Pak een longdrinkglas en doe hier een paar ijsblokjes in.', 'Voeg de vodka, Flügel en het limoensap toe.', 'Voeg daarna het cranberrysap toe.', 'Roer een keer door en vul aan met het bruisend water.'];['Longdrinkglas', 'Barmaatje', 'Barlepel', 'Citruspers']
Cranberry Martini;De Cranberry Martini, een friszure martini waarbij de smaak van het cranberrysap goed te proeven is. Wil je hem een extra feestelijke presentatie geven? Maak dan de rand van het glas nat met bijvoorbeeld limoensap, en rol hem door de suiker!;https://cocktailrecepten.com/recept/cranberry-martini;['10 ml Cointreau', '90 ml Cranberrysap', '25 ml Gin', '10 ml Dry vermouth'];['Pak een cocktailshaker en doe hier ijsblokjes in.', 'Voeg alle ingrediënten toe en shake!', 'Pak een martini glas en schenk de cocktail door een strainer erin.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
Cranberry Mojito;Deze Cranberry Mojito maken we niet met munt zoals de gewone, maar het is een erg lekkere variant er op! Beetje zoet, beetje zuur, en ruikt als de gewone! Probeer hem uit!;https://cocktailrecepten.com/recept/cranberry-mojito;['20 ml Bruisend water', '45 ml Cranberrysap', '0.5 stuk Limoen', '2 tl Rietsuiker', '45 ml Rum'];['Pak een mojitoglas of longdrink. Snijd de limoen in 4 partjes en doe deze erin. Voeg ook de rietsuiker toe.', 'Stamp voorzichtig het sap uit de partjes limoen. Doe dit met een muddler. Heb je dit niet in huis dan werkt een lepel natuurlijk ook.', 'Voeg vervolgens de rum toe. Roer even door en doe er wat ijsblokjes bij.', 'Voeg het cranberrysap toe en top het glas af met het bruisend water.', 'Roer nog een keer door en garneer met een schijfje limoen.'];['Mojito glas', 'Barmaatje', 'Barlepel', 'Muddler']
Cranberry Mule;De Cranberry Mule is een kruidige cocktail die dat dankt aan de toevoeging van de ginger beer. Een frisse cocktail die lekker is om voor of na een uitgebreid diner te drinken. Hij past door zijn kleur ook bijvoorbeeld perfect bij het kerstdiner!;https://cocktailrecepten.com/recept/cranberry-mule;['30 ml Cranberrysap', '150 ml Ginger beer', '1 el Limoensap', '30 ml Vodka'];['Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Schenk de vodka, het limoensap, de ginger beer en het cranberrysap erin.', 'Roer een keer door en garneer met wat cranberries.'];['Longdrinkglas', 'Barmaatje', 'Barlepel', 'Citruspers']
Cuba Libre;De Cuba Libre, een lekkere Cubaanse cocktail met rum, cola en limoensap. Wist je dat het één van de populairste cocktails ter wereld is? Voor het beste resultaat maak je hem met een Cubaanse rum.;https://cocktailrecepten.com/recept/cuba-libre;['100 ml Cola', '45 ml Goudkleurige rum', '0.5 stuk Limoen'];['Vul een longdrinkglas met ijsblokjes.', 'Snijd de limoen in partjes en knijp deze uit in het glas. Doe de uitgeknepen partjes erbij.', 'Voeg de rum toe en vul aan met de koude cola.', 'Roer 1 keer door en garneer met een schijfje limoen.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Cucumber Slumber;Een heerlijk frisse cocktail die je op een warme zomerse dag drinkt. Wie had ooit verwacht dat bloedsinaasappel en rosé zó goed bij elkaar zouden passen! Voeg wat ijsblokjes en komkommer toe en je hebt in een handomdraai dit drankje op tafel staan.;https://cocktailrecepten.com/recept/cucumber-slumber;['200 ml Bruisend mineraalwater bloedsinaasappel', '.25 stuk Komkommer', '100 ml Rosé'];['Pak een groot wijnglas of gin tonic glas en doe hier wat ijsblokjes in.', 'Schaaf met een kaasschaaf 4 lange linten per persoon van de komkommer en doe in het glas.', 'Schenk de (koude) rosé in.', 'Vul aan met het bruisende water.'];['Ballon glas', 'Barmaatje']
Daiquiri;De Daiquiri is een cocktail die je vaak in Cuba tegenkomt. Waarom? (Witte) rum, limoen en suikersiroop zijn veelgebruikte ingrediënten in Cuba. Deze makkelijke cocktail is een heerlijke combinatie van de smaken van witte rum. limoensap en suikersiroop. Je moet wel van witte rum houden want hij is best sterk!;https://cocktailrecepten.com/recept/daiquiri;['1 schijfje Limoen', '30 ml Limoensap', '10 ml Suikersiroop', '45 ml Witte rum'];['Pak een cocktailshaker en doe hier ijs in.', 'Voeg alle ingrediënten toe. Tip: gebruik vers limoensap voor het lekkerste resultaat! Reken dan op 1 limoen per persoon. Shake het vervolgens!', 'Pak een martiniglas en schenk de cocktail door een strainer in het glas.', 'Garneer met een schijfje limoen.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
Dark and Stormy;De Dark and Stormy is een echte winterse cocktail die je op een donkere en winderige dag drinkt. Hij heeft een heerlijk kruidige smaak door de ginger beer en angostura bitters. Daarnaast maak je hem met donkere rum en limoensap.;https://cocktailrecepten.com/recept/dark-n-stormy;['3 druppel Angostura bitters', '45 ml Donkere rum', '120 ml Ginger beer', '0.5 stuk Limoen'];['Pak een mason jar (longdrinkglas kan ook) en doe hier ijsblokjes in.', 'Schenk de rum erbij.', 'Snijd de limoen in partjes, knijp deze uit boven het glas en doe erin.', 'Top het glas op met de ginger beer.', 'Voeg een paar druppels angostura bitters toe en roer even door.'];['Mason jar', 'Barmaatje', 'Barlepel']
Dirty Banana;De Dirty Banana cocktail is niet zo 'Dirty' als hij klinkt. Dirty slaat namelijk op de hoeveelheid alcohol en room in de cocktail, waardoor de Dirty Banana lekker sterk qua smaak is en troebel is als het gaat om de kleur. Ben jij een fan van bananen, dan moet jij de Dirty Banana sowieso hebben gedronken!;https://cocktailrecepten.com/recept/dirty-banana;['45 ml Bananen likeur', '30 ml Room', '45 ml Witte crème de cacao'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Creme de bananes, witte crème de cacao en de room toe en shake!', 'Schenk de cocktail door een cocktail strainer in een cocktailglas.'];['Mason jar', 'Shaker', 'Barmaatje', 'Strainer']
Disaronno Sour;De Disaronno Sour is een lekkere sour cocktail waarin de smaak van amaretto nog duidelijk naar voren komt. Disaronno is een soort amaretto en heeft een amandelsmaak. Velen zullen de geur ook wel omschrijven als bitterkoekjes!;https://cocktailrecepten.com/recept/disaronno-sour;['25 ml Citroensap', '5 ml Suikersiroop', '50 ml Disaronno'];['Pak een tumbler en vul deze met een paar ijsblokjes.', 'Pak vervolgens een cocktailshaker en doe hier ook wat ijsblokjes in.', 'Voeg de Disaronno, het citroensap en de suikersiroop toe. Shake!', 'Schenk de cocktail door een strainer in het glas. Garneer met een schijfje citroen.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Drop fruit duo shot;Dit shotje is gebaseerd op de gelijknamige winegums. Een heerlijke combinatie van drop- en fruitsmaak in een shotje!;https://cocktailrecepten.com/recept/drop-fruit-duo-shot;['20 ml Dropshot', '20 ml Flügel'];['Pak een shotglas.', 'Schenk eerst de dropshot in en vervolgens de Flügel. Proost!'];['Shotglas', 'Barmaatje']
Drop Sgroppino;De Drop Sgroppino, ooit wel eens een grijze cocktail gemaakt? Het klinkt vies maar is super lekker! Met maar 2 ingrediënten maak je deze heerlijke cocktail met een lekkere drop smaak!;https://cocktailrecepten.com/recept/drop-sgroppino;['2 bol Citroensorbetijs', '50 ml Dropshot'];['Pak een mixer en een kom of maatbeker waar je de cocktail in kan mixen.', 'Voeg eerst het ijs toe en dan de Dropshot.', 'Mix goed door elkaar met de staafmixer.', 'Pak een flûte en schenk de cocktail erin.'];['Champagneglas', 'Barmaatje', 'Staafmixer', 'IJsschep', 'Mengkom']
Drop Shake;Deze milkshake heeft een lekkere Dropshot smaak en is lekker romig! We maken hem in een blender maar als je dit niet in huis hebt, dan werkt een hoge maatbeker met staafmixer ook natuurlijk! In onderstaand recept hebben we qua dranksoort ook nog vodka toegevoegd maar als je hier niet zo'n fan van bent, dan kan je het alleen bij dropshot houden!;https://cocktailrecepten.com/recept/drop-shake;['60 ml Dropshot', '100 ml Melk', '1 bol Vanille ijs', '10 ml Vodka'];['Pak een blender en voeg alle ingrediënten toe.', 'Blend tot het een geheel is geworden.', 'Pak een mason jar, doe er eventueel nog wat ijsblokjes in en schenk je cocktail erbij.'];['Mason jar', 'Barmaatje', 'Blender']
Dropco;Ken je de dropshot nog van vroeger? Wist je dat je dat heerlijke zwarte drankje, vooral bekend als shotje, ook kan mixen? Probeer deze combinatie eens met cola en drink hem heerlijk koud!;https://cocktailrecepten.com/recept/dropco;['200 ml Cola', '50 ml Dropshot'];['Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Voeg de dropshot toe.', 'Top het glas af met cola en je bent klaar!'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Dropenergy;De Dropenergy is een makkelijk drankje wat je maar maakt met 2 ingrediënten: energy en Dropshot. Voor een leuk kleureffect, schenk je eerst de Dropshot in en daarna de energydrank. Eventueel voor het drinken is het makkelijk om hem door te roeren na het inschenken.;https://cocktailrecepten.com/recept/dropenergy;['50 ml Dropshot', '100 ml Energy'];['Pak een longdrinkglas en doe hier wat ijsblokjes in.', 'Voeg eerst de dropshot toe en daarna de energy drank. Hierdoor krijg je een mooier effect in je drankje!'];['Longdrinkglas', 'Barmaatje']
Druiven Mocktail;Een fruitige druiven mocktail die qua structuur iets dikker is en ook licht bruisend. Je maakt hem direct in het glas en hoeft alleen maar even door te roeren!;https://cocktailrecepten.com/recept/druiven-mocktail;['70 ml Bruisend water', '70 ml Sinaasappelsap', '70 ml Rode druivensap'];['Pak een longdrinkglas en doe hier naar wens wel of geen ijsblokjes in.', 'Voeg het druiven- en sinaasappelsap toe.', 'Schenk vervolgens het bruisend water erbij, roer een keer door en garneer met een stuk sinaasappel.'];['Longdrinkglas', 'Barmaatje', 'Barlepel']
Duck On The Beach;De Duck On The Beach is een leuke variant op de bekende cocktail;;;;
Duikboot;Deze cocktail is een variatie op het U-boat recept wat wij ook op onze pagina hebben staan! Zoals we daarbij vertelde, kan je hem ook maken met Flügel en zie hier: de duikboot! Makkelijk te maken en leuk om eens op een feestje te drinken! Lees hieronder de 2 manieren om deze cocktail te maken!;https://cocktailrecepten.com/recept/duikboot;['1 stuk Flügel', '250 ml Bier'];['Manier 1: Pak een bierglas en schenk hier het biertje in. Haal het dopje van het flesje Flügel en laat deze in het glas bier zakken.', 'Manier 2: Pak een leeg bierglas (waar je je cocktail uit gaat drinken) en een longdrinkglas.  Zet de longdrink op zijn kop. Zet vervolgens een shotglas hier bovenop.', 'Vul het shotglas met de Flügel.', 'Pak het lege bierglas, zet deze over het shotje en longdrink heen en keer om. Nu staat je shotglas ondersteboven in het bierglas! Schenk vervolgens het bier erbij.'];['Bierglas', 'Longdrinkglas', 'Shotglas']
Dutch Ambassador;De Dutch Ambassador is een cocktail met onder andere onze Nederlandse Oranjebitter. Want zeg nou zelf, op Koningsdag moeten we wel voor ons land uitkomen met de oranje kleur! Dus waarom het niet vieren met een oranje cocktail?;https://cocktailrecepten.com/recept/dutch-ambassador;['40 ml Gin', '30 ml Limoensap', '20 ml Oranjebitter'];['Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de gin, Oranjebitter en het (verse) limoensap toe. Shake!', 'Pak een martiniglas (of ander cocktailglas) en schenk de cocktail door een strainer erin.', 'Garneer met een sinaasappelzest.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers', 'Zesteur']
Een Shot Oranje;Je Koningsdag beginnen met een shotje? Maak dan een Shot Oranje! Een makkelijk shotje met de heerlijke smaak van Licor 43 Orochata en om hem oranje te maken natuurlijk met Oranjebitter.;https://cocktailrecepten.com/recept/een-shot-oranje;['15 ml Licor 43 Orochata', '15 ml Oranjebitter'];['Pak een shotglaasje en schenk hier eerst de Licor 43 Orochata in.', 'Schenk vervolgens de Oranjebitter erbij.', 'Roer voorzichtig en shot!'];['Shotglas', 'Barmaatje', 'Barlepel']
Elbow;Een lekker stevig shotje waarin je beide smaken goed in terug proeft! Een lekker drankje om je avond mee te beginnen!;https://cocktailrecepten.com/recept/Elbow;['15 ml Amaretto', '15 ml Dropshot'];['Pak een cocktailshaker en doe hier een paar ijsblokjes in.', 'Voeg de ingrediënten toe en shake!', 'Pak een shotglas en schenk de cocktail door een strainer erin. Proost!'];['Shotglas', 'Shaker', 'Barmaatje', 'Strainer']
Elderflower Bubble;Laat de smaak van de limoen en muntblaadjes echt tot zijn recht komen en maak deze cocktail voor meerdere personen. Maak hem in een grote kan of bowl en geniet er samen van!;https://cocktailrecepten.com/recept/elderflower-bubble;['2.5 druppel Angostura bitters', '37.5 ml Elderflower likeur', '165 ml Ginger ale', '1.5 stuk Limoen', '5 takje Munt', '375 ml Prosecco'];['Pak een grote kan of bowl en doe hier ijsblokjes in.', 'Pers het sap van 1 limoen uit bij de ijsblokjes. Als je geen verse limoen gebruikt, reken dan op 30 ml.', 'Snijd de 2 andere limoenen in dunne schijfjes en voeg toe.', 'Schenk voorzichtig, de prosecco erbij en ook de elderflower likeur en de ginger ale.', 'Voeg de blaadjes van de munt erbij en schenk een paar druppels angosutra bitters erbij.', 'Roer door met een barlepel.', 'Schenk in lage glazen en zorg ervoor dat je ook in je glas limoen en munt erbij hebt. Geniet!'];['Fishbowl', 'Barmaatje', 'Barlepel']
Elderflower Royale;Met de Elderflower Royale voeg je een twist toe aan je bruisende prosecco! Erg lekker om te drinken in de lente. Maar op een feestje doet ie het ook goed! Garneer eventueel met een citroenschil.;https://cocktailrecepten.com/recept/elderflower-royale;['80 ml Champagne', '20 ml Elderflower likeur'];['Pak een champagneflûte en schenk eerst de elderflower likeur in.', 'Top af met de champagne.'];['Champagneglas', 'Barmaatje']
Elderflower Spritz;De Elderflower Spritz, een heerlijk frisse cocktail voor in de lente of zomer! Elderflower, ofwel vlierbloesem, is de laatste tijd erg populair geworden door het makkelijk wijntje Hugo! Je maakt deze cocktail naast Bols Elderflower met prosecco, bruisend water en limoen.;https://cocktailrecepten.com/recept/elderflower-spritz;['30 ml Elderflower likeur', '50 ml Bruisend water', '2 schijfje Limoen', '30 ml Prosecco'];['Pak een wijnglas en doe hier wat ijsblokjes en de schijfjes limoen in.', 'Schenk eerst de elderflower likeur en de prosecco in.', 'Top af met het bruisend water en roer een keer door.'];['Wit Wijnglas', 'Barmaatje', 'Barlepel']
Electric Smurf;De Electric Smurf is een lichtbruisende cocktail met frisse smaak. Je maakt hem met Blue Curacao, Malibu, witte rum, ananassap en Sprite. Waarom het woordje Smurf in de naam zit hoeven we waarschijnlijk niet uit te leggen!;https://cocktailrecepten.com/recept/electric-smurf;['50 ml Ananassap', '15 ml Blue curaçao', '30 ml Malibu', '100 ml Sprite', '45 ml Witte rum'];['Pak een cocktailshaker en doe hier ijsblokjes in.', 'Voeg de witte rum, Malibu, Blue Curaçao en het ananassap toe. Shake!', 'Pak een longdrinkglas en doe hier ijsblokjes in.', 'Schenk de cocktail door een strainer in het glas.', 'Top af met de Sprite en garneer met een stukje ananas.'];['Hurricane glas', 'Shaker', 'Barmaatje', 'Strainer']
Espressito;De Espressito is een lekkere koffiecocktail met romige smaak door de toevoeging van de Baileys. De munt zorgt voor een frisse toevoeging en het beetje suiker erin brengt alle smaken goed in balans.;https://cocktailrecepten.com/recept/espressito;['50 ml Baileys Irish cream', '25 ml Espresso', '4 takje Munt', '1 tl Suiker'];['Pak een longdrinkglas en doe hier de suiker en muntblaadjes in. Met een muddler kneus je een beetje de blaadjes en meng je het tegelijk met de suiker.', 'Schenk de Baileys erbij en voeg was crushed ice toe. Roer even.', 'Schenk de espresso erbij, voeg nog wat crushed ice toe en roer nog een keer.', 'Voeg eventueel nog wat crushed ice toe. Garneer met een blaadje munt.'];['Longdrinkglas', 'Barmaatje', 'Barlepel', 'Ice Crusher', 'Muddler']
Espresso Baristo;De Licor 43 Baristo is gemaakt op basis van de 'normale' licor 43 met de smaak van koffiebonen. Het is dan ook niet gek dat je deze likeur goed kan combineren met koffie! Erg makkelijk te maken en zo lekker!;https://cocktailrecepten.com/recept/espresso-baristo;['30 ml Espresso', '55 ml Licor 43 Baristo'];['Zet een kopje espresso en laat deze afkoelen voordat je deze cocktail gaat maken.', 'Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de Licor 43 Baristo en de espresso toe. Shake!', 'Pak een tumbler (of koffiekopje) en schenk de cocktail door een strainer erin.', 'Garneer met een paar koffiebonen.'];['Tumbler glas', 'Shaker', 'Barmaatje', 'Strainer']
Espresso Gin & Tonic;Een Gin & Tonic, met de toevoeging van een espresso. Gin & tonic kan je met talloze ingrediënten bereiden, maar door de toevoeging van de espresso in deze cocktail is hierin de sinaasappelschil een mooie aanvulling.;https://cocktailrecepten.com/recept/espresso-gin-tonic;['30 ml Espresso', '30 ml Gin', '1 stuk Sinaasappelschil', '150 ml Tonic'];['Pak een gin-tonic glas en doe hier ijsblokjes in.', 'Zet een kopje (sterke) espresso en laat afkoelen. Schenk daarna ongeveer 30 ml koffie per glas over de ijsblokjes.', 'Voeg de gin en tonic toe en roer kort door.', 'Serveer met een stuk (schoongemaakte) sinaasappelschil.'];['Ballon glas', 'Barmaatje', 'Barlepel']
Espresso Martini;De Espresso Martini is dé cocktail voor jou als jij houdt van koffie en ook wel eens een cocktailtje drinkt! De espresso, ofwel het kleine kopje sterke koffie, wordt in deze cocktail gemixt met Kahlúa en vodka.;https://cocktailrecepten.com/recept/espresso-martini;['60 ml Espresso', '40 ml Kahlúa', '40 ml Vodka'];['Zet een kopje espresso en laat deze afkoelen voordat je de cocktail gaat maken.', 'Pak een martini glas en vul met ijsblokjes om te koelen.', 'Pak een cocktailshaker en doe hier wat ijsblokjes in.', 'Voeg de vodka, Kahlúa en espresso toe. Shake!', 'Pak een martini glas en schenk de cocktail door een cocktail strainer in het glas.', 'Garneer met koffiebonen.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer']
Fiji;De Fiji cocktail is een tropisch smakende cocktail. Dit komt door de kokossmaak van de Malibu en de bananen likeur. Hij smaakt daardoor fruitig, is niet al te sterk en heeft een romige afdronk door de Baileys.;https://cocktailrecepten.com/recept/fiji;['45 ml Baileys', '45 ml Crème de bananes', '45 ml Malibu'];['Pak een klein glas en schenk eerst de bananenlikeur in.', 'Pak een barlepel of theelepeltje en schenk via de achterkant van het lepeltje de Baileys in. Door het op deze manier in te schenken behouden we de mooie laagjes.', 'Schenk ook de Malibu via de achterkant van het lepeltje erbij.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
Fizz 43;De Fizz 43 is een lichtbruisende cocktail die zijn bubbels dankt aan de cava. We maken deze cocktail met vers sinaasappelsap voor het lekkerste resultaat! Daarnaast zit er ook nog Licor 43 en gin in en maken we hem direct in het glas.;https://cocktailrecepten.com/recept/fizz-43;['60 ml Cava', '15 ml Gin', '15 ml Licor 43', '0.5 stuk Sinaasappel'];['Pak een champagneflûte.', 'Pers per glas het sap van een halve sinaasappel erin uit.', 'Voeg de Licor 43 en de gin toe.', 'Top het glas af met de cava en garneer met een sinaasappelschil.'];['Champagneglas', 'Barmaatje', 'Zesteur', 'Citruspers']
Fizzy Peach;Een heerlijke, zomerse en fruitige cocktail met een heerlijke perziksmaak! De Fizzy Peach heeft een licht bittere afdronk en smaakt het lekkerst als ie ijskoud is!;https://cocktailrecepten.com/recept/fizzy-peach;['30 ml Peachtree', '15 ml Vodka', '120 ml Mousserende wijn'];['Pak een wit wijnglas en doe hier wat ijsblokjes in.', 'Voeg de vodka en Peachtree toe.', 'Schenk als laatst de mousserende wijn erbij en roer een keer door.'];['Wit Wijnglas', 'Barmaatje', 'Barlepel']
Floradora Cooler;Floradora Cooler. Aan de naam van deze cocktail heb je geen idee waar hij naar zal smaken en wat het is! Het is een cocktail die we maken met gin, limoensap, poedersuiker, bruisend water en grenadine. Hij is lichtzoet van smaak, maar als je meer van zoet houdt, vervang dan het bruisende water door gemberbier!;https://cocktailrecepten.com/recept/floradora-cooler;['80 ml Bruisend water', '60 ml Gin', '1 el Grenadine', '20 ml Limoensap', '.5 el Poedersuiker'];['Pak een longdrinkglas en doe hier een paar ijsblokjes in.', 'Voeg de gin, het limoensap, de grenadine, de poedersuiker en 40 ml bruisend water toe.', 'Roer even door en voeg de rest van het bruisend water toe en roer nog een keer door.', 'Leg een reepje limoenschil in het glas als garnering.'];['Longdrinkglas', 'Barmaatje', 'Barlepel', 'Zesteur', 'Citruspers']
Flügel Caipiroska;Een heerlijke zoetzure cocktail met het populaire roze shotje. Wil je de cocktail wat zoeter? Voeg dan nog een beetje Sprite toe.;https://cocktailrecepten.com/recept/flugel-caipiroska;['0.5 stuk Limoen', '30 ml Vodka', '20 ml Flügel'];['Pak een tumbler en doe hier ijsblokjes of crushed ice in.', 'Snijd de limoen in partjes. Knijp ze uit boven het glas en doe ze erbij.', 'Voeg de vodka en Flügel toe.', 'Roer even door en garneer met een schijfje limoen.'];['Tumbler glas', 'Barmaatje', 'Barlepel']
Flügel Cocktail;Een cocktail met Flügel, yes please! Dit heerlijke roze shotje kan je ook gewoon gebruiken in je cocktail! Hij heeft een lichtzoete smaak, bruist een beetje en behoudt de mooie roze kleur van de Flügel!;https://cocktailrecepten.com/recept/flugel-cocktail;['100 ml Bruisend water', '15 ml Limoensap', '1 tl Suiker', '50 ml Witte rum', '20 ml Flügel'];['Pak een longdrinkglas, doe hier wat ijsblokjes en de suiker in.', 'Schenk vervolgens de rum, Flügel, het limoensap en het bruisend water erbij.', 'Roer even door en geniet..'];['Longdrinkglas', 'Barmaatje', 'Barlepel', 'Citruspers']
Flügel Cosmopolitan;Probeer deze verrassende variatie op de bekende Cosmopolitan! De kleur van de cocktail wordt mooi donker roze door het toevoegen van het welbekende roze shotje.;https://cocktailrecepten.com/recept/flugel-cosmopolitan;['30 ml Cranberrysap', '1 schijfje Limoen', '4 ml Limoensap', '30 ml Triple sec', '25 ml Vodka', '40 ml Flügel'];['Pak een martini glas en vul deze (eventueel) met was ijsblokjes om hem lekker koud te maken.', 'Pak vervolgens een cocktailshaker en doe hier ijsblokjes in.', 'Voeg vervolgens de Flügel, vodka, triple sec, cranberrysap en het limoensap toe. Shake goed!', 'Als je ijsblokjes in het martini glas hebt gedaan, haal deze er dan nu uit.', 'Schenk de cocktail door een strainer in het glas en garneer met een schijfje limoen.'];['Martini glas', 'Shaker', 'Barmaatje', 'Strainer', 'Citruspers']
Flügel Desperados;De Flügel Desperados is niet echt een cocktail, maar wel een leuk drankje! En het voordeel: je hebt maar 2 ingrediënten nodig, een koude Desperados en een Flügel! Het liefst allebei koud! Geeft een lekkere twist aan het gewone Desperados biertje! Variatietip: gebruik ook eens een Corona biertje in plaats van de Desperados.;https://cocktailrecepten.com/recept/flugel-desperados;['1 stuk Flügel', '1 flesje Desperados'];['Pak een koude Corona en neem er een grote slok uit.', 'Pak vervolgens de Flügel, draai de dop eraf en doe hem ondersteboven in de Corona.', 'Klaar om te drinken!'];[]
Flügel Orange Fishbowl;Deze Flügel Orange Fishbowl staat goed op elk feestje en breng je gelijk de sfeer erin! Met maar 3 ingrediënten zet je hem zo op tafel. Doe er wat rietjes in en je bent er klaar voor! Let op: dit recept is voor 1 fishbowl!;https://cocktailrecepten.com/recept/flugel-orange-fishbowl;['750 ml Sinas', '37.5 ml Vodka', '3.5 stuk Flügel'];"['Pak een fishbowl en doe er ijsblokjes in.', 'Voeg de Flügel en vodka toe.', ""Top af met de sinas en roer een keer door. Let's get that party started!""]";['Fishbowl', 'Barmaatje', 'Barlepel', 'Maatbeker']
Flügel Sangria;Maak een speelse variant op dit van oorsprong Spaanse populaire drankje door hem te maken met Flügel! Ideaal om met meerdere personen te drinken. Dit recept is gebaseerd op het maken van 1 karaf. Voeg naar smaak meer fruit of natuurlijk meer Flügel toe!;https://cocktailrecepten.com/recept/flügel-sangria;['45 gr Blauwe bessen', '100 ml Bruisend water', '45 gr Frambozen', '250 ml Prosecco', '40 ml Flügel', '45 gr Aardbeien'];['Pak een karaf en doe hier ijsblokjes in.', 'Voeg het (diepvries) fruit toe.', 'Schenk vervolgens de prosecco, Flügel en het bruisend water erbij.', 'Roer een keer door en geniet!'];['Karaf', 'Barlepel', 'Maatbeker']
